movie_id,company_id,company_name
4824,11462,Alphaville Films
4824,15278,British Broadcasting Corporation (BBC)
4824,23932,UGC PH
4824,54502,Mel's Cite du Cinema
9620,4,Paramount Pictures
9620,27,DreamWorks SKG
9620,1302,Davis Entertainment
9620,2812,Lion Rock Productions
9620,11567,Province of British Columbia Film Incentive BC
9620,22536,Solomon/Hackett Productions
10199,1163,Larger Than Life Productions
3512,508,Regency Enterprises
3512,6194,Warner Bros.
3512,17825,Seagal/Nasso Productions
3512,21480,Victor Company of Japan (JVC)
3512,63906,Cutting Edge Films
137094,4,Paramount Pictures
137094,435,Di Bonaventura Pictures
137094,2767,Mace Neufeld Productions
137094,6277,Skydance Productions
137094,9341,Etalon film
137094,11250,Buckaroo Entertainment
274479,711,Fox 2000 Pictures
274479,1302,Davis Entertainment
274479,13184,Annapurna Pictures
274479,22213,TSG Entertainment
267860,10254,Millennium Films
267860,73045,LHF Film
267860,73046,Gerard Butler Alan Siegel Entertainment
267860,74795,Nu Boyana Film Studios
8078,306,Twentieth Century Fox Film Corporation
8078,19747,Brandywine Productions
7485,4,Paramount Pictures
7485,435,Di Bonaventura Pictures
7485,57421,Grosvenor Park Impact Productions
170687,11537,Laika Entertainment
6435,79,Village Roadshow Pictures
6435,813,DiNovi Pictures
6435,4258,Fortis Films
6435,6194,Warner Bros.
6435,55474,Stargate Studios
137106,79,Village Roadshow Pictures
137106,429,DC Comics
137106,829,Vertigo Entertainment
137106,2723,Lin Pictures
137106,2785,Warner Bros. Animation
137106,4081,LEGO
137106,6194,Warner Bros.
137106,8089,Animal Logic
137106,25120,Warner Animation Group
137106,41624,RatPac-Dune Entertainment
6278,80,The Zanuck Company
6278,158,Spyglass Entertainment
6278,7692,World 2000 Entertainment
6278,9195,Touchstone Pictures
6278,22902,Tripod Entertainment
82682,79,Village Roadshow Pictures
82682,2723,Lin Pictures
82682,6194,Warner Bros.
82682,8057,Langley Park Production
17610,5,Columbia Pictures
17610,7433,Ocean Pictures
17610,10105,Apatow Productions
22954,158,Spyglass Entertainment
22954,171,Malpaso Productions
22954,906,Revelations Entertainment
22954,2767,Mace Neufeld Productions
22954,6194,Warner Bros.
22954,76466,Liberty Pictures (II)
16995,33,Universal Pictures
16995,694,StudioCanal
16995,1683,Andell Entertainment
16995,7295,Relativity Media
16995,10163,Working Title Films
16558,33,Universal Pictures
16558,5163,Laura Bickford Productions
16558,7295,Relativity Media
16558,27317,Medienproduktion Poseidon Filmgesellschaft
9849,2,Walt Disney Pictures
5820,306,Twentieth Century Fox Film Corporation
5820,444,Dune Entertainment
5820,445,Major Studio Partners
5820,508,Regency Enterprises
5820,1171,Epsilon Motion Pictures
5820,10104,New Regency Pictures
5820,28537,Sentinel Productions
5820,33433,Furthur Films
16866,559,TriStar Pictures
16866,5653,Ilion Animation Studios
16866,12297,Hand Made Films
201,4,Paramount Pictures
11775,23,Imagine Entertainment
11775,33,Universal Pictures
11775,2092,Mike Zoss Productions
11775,6556,Alphaville Productions
12201,152,Icon Productions
12201,288,BBC Films
12201,3281,GK Films
12201,6194,Warner Bros.
11015,4,Paramount Pictures
11015,33,Universal Pictures
11015,657,Toho-Towa
11015,762,Mutual Film Company
11015,1280,Pacific Western
11015,1382,PolyGram Filmed Entertainment
11015,4650,Marubeni
11015,7237,Tele München Fernseh Produktionsgesellschaft (TMG)
11015,15278,British Broadcasting Corporation (BBC)
9932,79,Village Roadshow Pictures
9932,172,NPV Entertainment
9932,6194,Warner Bros.
9932,11391,Tribeca Productions
9932,14719,Baltimore Spring Creek Pictures
9932,48638,Face Productions
13389,2053,Grosvenor Park Media Ltd.
13389,2831,InVenture Entertainment
13389,10254,Millennium Films
13389,10405,Emmett/Furla Films
13389,21543,Nu-Image Films
17332,7,DreamWorks
17332,33,Universal Pictures
17332,694,StudioCanal
17332,6735,Participant Media
17332,8299,Krasnoff Foster Productions
17332,10163,Working Title Films
4958,27,DreamWorks SKG
4958,306,Twentieth Century Fox Film Corporation
4958,316,Wildwood Enterprises
4958,1171,Epsilon Motion Pictures
4958,1755,Allied Filmmakers
786,5,Columbia Pictures
786,485,Vinyl Films
786,7293,DreamWorks Pictures
11679,333,Original Film
11679,441,Columbia Pictures Corporation
11679,497,Revolution Studios
38321,3287,Screen Gems
38321,8931,Stars Road Entertainment
38321,11250,Buckaroo Entertainment
38321,11370,Michael De Luca Productions
38321,22641,TOKYOPOP
14411,521,DreamWorks Animation
8413,4,Paramount Pictures
8413,248,Impact Pictures
8413,2484,Golar Productions
10052,33,Universal Pictures
10052,158,Spyglass Entertainment
10052,159,Shady Acres Entertainment
10052,2605,Gran Via Productions
10052,7385,Kalima Productions GmbH & Co. KG
10052,20352,NDE Productions
9676,33,Universal Pictures
9676,342,Davis-Films
9676,2982,Signature Pictures
9676,4700,Linson Entertainment
9676,8769,Art Linson Productions
9676,10254,Millennium Films
9676,10885,Equity Pictures Medienfonds GmbH & Co. KG III
9676,22443,Nu Image Entertainment GmbH
9664,289,Ingenious Film Partners
9664,3241,Electric Entertainment
9664,6277,Skydance Productions
9664,6362,Flyboys Films
2100,27,DreamWorks SKG
10384,60,United Artists
10384,8411,Metro-Goldwyn-Mayer (MGM)
10384,20375,Hammerhead Productions
10384,23587,Screenland Pictures
137321,79,Village Roadshow Pictures
137321,433,Weed Road Pictures
137321,6194,Warner Bros.
123553,5755,Constantin Film Produktion
123553,22656,Don Carmody Productions
123553,60746,Unique Features
123553,60747,Mr. Smith Productions
11260,306,Twentieth Century Fox Film Corporation
11260,444,Dune Entertainment
11260,508,Regency Enterprises
11260,2645,Guy Walks into a Bar Productions
11260,2646,Deep River Productions
11260,81136,Friendly Films (II)
9009,829,Vertigo Entertainment
9009,9195,Touchstone Pictures
9009,49696,Post No Bills Films
9009,49697,Pandemonium Productions
2309,12,New Line Cinema
2309,20360,Internationale Filmproduktion Blackbird Erste
8285,429,DC Comics
8285,1632,Lionsgate
8285,3263,Odd Lot Entertainment
8285,5627,Media Magik Entertainment
8285,7375,Dark Lot Entertainment
8285,7376,Continental Entertainment Group (CEG)
210860,1632,Lionsgate
210860,1757,Mad Chance
210860,36209,OddLot Entertainment
210860,39649,Huayi Brothers Media
381902,9175,Filmko Pictures
13922,2253,Lawrence Bender Productions
13922,12552,Marty Katz Productions
293660,306,Twentieth Century Fox Film Corporation
293660,7505,Marvel Entertainment
293660,11307,The Donners' Company
293660,22213,TSG Entertainment
293660,78091,Kinberg Genre
190859,79,Village Roadshow Pictures
190859,171,Malpaso Productions
190859,6194,Warner Bros.
190859,41624,RatPac-Dune Entertainment
190859,57408,Mad Chance Productions
190859,57409,22 & Indiana Pictures
257445,5,Columbia Pictures
257445,79,Village Roadshow Pictures
257445,333,Original Film
257445,2251,Sony Pictures Animation
257445,7431,Sony Pictures Entertainment (SPE)
257445,30246,Scholastic Entertainment
257445,34034,LStar Capital
9007,27,DreamWorks SKG
9007,135,UIP
9007,384,MacDonald/Parkes Productions
889,33,Universal Pictures
889,56,Amblin Entertainment
1370,559,TriStar Pictures
1370,14723,Carolco Pictures
4942,33,Universal Pictures
4942,877,Casey Silver Productions
4942,19507,Outlaw Productions (I)
4942,22695,Smokehouse Pictures
24438,5,Columbia Pictures
24438,97,Castle Rock Entertainment
24438,7295,Relativity Media
24438,45726,Banter
116741,306,Twentieth Century Fox Film Corporation
116741,508,Regency Enterprises
116741,2575,21 Laps Entertainment
116741,2796,Wild West Picture Show Productions
116741,22213,TSG Entertainment
35791,248,Impact Pictures
35791,342,Davis-Films
35791,5755,Constantin Film Produktion
72431,1,Lucasfilm
72431,306,Twentieth Century Fox Film Corporation
72431,22883,Partnership Pictures
1813,508,Regency Enterprises
1813,676,Monarchy Enterprises B.V.
1813,824,Kopelson Entertainment
1813,6194,Warner Bros.
1813,10104,New Regency Pictures
1813,20555,Taurus Film
87428,5,Columbia Pictures
87428,2608,Happy Madison Productions
87428,7295,Relativity Media
8840,33,Universal Pictures
10589,12,New Line Cinema
10589,1836,Contrafilm
10589,1838,Firm Films
71676,5,Columbia Pictures
71676,6736,Imagenation Abu Dhabi FZ
71676,7505,Marvel Entertainment
71676,11106,Marvel Knights
71676,13816,Hyde Park Entertainment
71676,20241,Crystal Sky Pictures
71676,27551,Michael De Luca Productions
1722,14,Miramax Films
1722,33,Universal Pictures
10022,2,Walt Disney Pictures
10022,158,Spyglass Entertainment
11358,8411,Metro-Goldwyn-Mayer (MGM)
11358,10227,Mandeville Films
11358,10339,WWE Studios
11358,13816,Hyde Park Entertainment
11358,23938,Burke/Samples/Foster Productions
11358,23940,Cub Eight Productions
13,4,Paramount Pictures
6477,444,Dune Entertainment
6477,508,Regency Enterprises
6477,711,Fox 2000 Pictures
6477,10930,Bagdasarian Productions
1597,27,DreamWorks SKG
1597,33,Universal Pictures
1597,11391,Tribeca Productions
1597,41248,Nancy Tenenbaum Films
10530,2,Walt Disney Pictures
10530,10217,Walt Disney Feature Animation
1924,6194,Warner Bros.
1924,51861,Dovemead Films
1924,51862,Film Export A.G.
9327,23,Imagine Entertainment
9327,33,Universal Pictures
8488,441,Columbia Pictures Corporation
8488,12485,Overbrook Entertainment
8273,33,Universal Pictures
8273,3169,Zide-Perry Productions
8273,7161,LivePlanet
8273,52942,Loumolo & Co.
109424,5,Columbia Pictures
35056,306,Twentieth Century Fox Film Corporation
35056,444,Dune Entertainment
35056,2575,21 Laps Entertainment
8839,33,Universal Pictures
8839,56,Amblin Entertainment
8839,11098,The Harvey Entertainment Company
156022,5,Columbia Pictures
156022,79,Village Roadshow Pictures
156022,1423,Escape Artists
156022,2767,Mace Neufeld Productions
156022,34034,LStar Capital
156022,41096,Lonetree Entertainment
7303,2455,Red Om Films
8963,915,Hollywood Pictures
8963,10288,Don Simpson/Jerry Bruckheimer Films
1402,441,Columbia Pictures Corporation
1402,1423,Escape Artists
1402,7295,Relativity Media
1402,12485,Overbrook Entertainment
9315,23,Imagine Entertainment
9315,9195,Touchstone Pictures
8984,6194,Warner Bros.
8984,11407,Baltimore Pictures
795,507,Atlas Entertainment
795,508,Regency Enterprises
795,676,Monarchy Enterprises B.V.
795,6194,Warner Bros.
795,20555,Taurus Film
24,14,Miramax Films
24,59,A Band Apart
24,39121,Super Cool ManChu
393,14,Miramax Films
393,59,A Band Apart
393,39121,Super Cool ManChu
9618,6194,Warner Bros.
9374,33,Universal Pictures
8584,158,Spyglass Entertainment
8584,961,Roger Birnbaum Productions
8584,9195,Touchstone Pictures
2320,1885,Silver Pictures
2320,6194,Warner Bros.
58224,306,Twentieth Century Fox Film Corporation
58224,444,Dune Entertainment
58224,1302,Davis Entertainment
58224,6332,Dune Entertainment III
1729,877,Casey Silver Productions
1729,2269,China Film Co-Production Corporation
1729,3393,Huayi Brothers
1729,7295,Relativity Media
175574,2787,Reel FX Creative Studios
175574,7295,Relativity Media
8077,306,Twentieth Century Fox Film Corporation
8077,19747,Brandywine Productions
8818,915,Hollywood Pictures
8818,1504,Cinergi Pictures Entertainment
8195,60,United Artists
8195,2347,FGM Entertainment
10586,457,Constellation Films
10586,6033,Paramount
116149,308,The Weinstein Company
116149,694,StudioCanal
116149,3823,TF1 Films Production
116149,5358,Canal+
116149,7364,Heyday Films
116149,10611,Ciné+
116149,20664,Anton Capital Entertainment (ACE)
116149,22123,TF1
116149,58773,Amazon Prime Instant Video
80035,289,Ingenious Film Partners
80035,290,Ingenious Media
80035,306,Twentieth Century Fox Film Corporation
80035,444,Dune Entertainment
80035,2575,21 Laps Entertainment
80035,6332,Dune Entertainment III
80035,10893,Big Screen Productions
80035,37336,Down Productions
10632,126,Lakeshore Entertainment
10632,11462,Alphaville Films
1792,306,Twentieth Century Fox Film Corporation
1792,1156,Conundrum Entertainment
72197,5,Columbia Pictures
72197,297,Aardman Animations
72197,2251,Sony Pictures Animation
3580,23,Imagine Entertainment
3580,171,Malpaso Productions
3580,7295,Relativity Media
12123,306,Twentieth Century Fox Film Corporation
12123,2377,Chicago Pacific Entertainment
12123,20004,"Zanuck Company, The"
9566,559,TriStar Pictures
9566,1236,Mandalay Entertainment
9833,3539,Odyssey Entertainment
9833,6194,Warner Bros.
9833,7419,Scion Films
9833,38504,Really Useful Films
4517,33,Universal Pictures
4517,694,StudioCanal
4517,10163,Working Title Films
8202,4,Paramount Pictures
8202,126,Lakeshore Entertainment
8202,746,MTV Films
8202,6041,Colossal Pictures
8202,11533,Valhalla Motion Pictures
8202,11534,MTV Productions
16072,174,Warner Bros. Pictures
16072,1765,Turner Pictures
16072,17462,Antietam Filmworks
34314,8411,Metro-Goldwyn-Mayer (MGM)
34314,11661,Rysher Entertainment
145220,32,Buena Vista
145220,6421,Disney
14623,5870,Studio Canal
14623,10163,Working Title Films
14623,12362,Tracy Films
42297,348,Bedford Falls Productions
802,516,Seven Arts Productions
802,517,Allied Artists
802,518,Transworld Pictures
10375,33,Universal Pictures
36586,12,New Line Cinema
36586,421,Amen Ra Films
36586,5611,Milk & Honey
36586,11321,Imaginary Forces
36586,11322,Justin Pictures
36586,11323,Linovo Productions GmbH & Co. KG
36586,11324,Pacific Title and Art Studio
36586,19551,Marvel Enterprises
11321,5,Columbia Pictures
11321,1423,Escape Artists
11321,7295,Relativity Media
11321,12485,Overbrook Entertainment
70074,1786,Dark Castle Entertainment
70074,3608,After Dark Films
70074,7437,IM Global
70074,7625,Automatik Entertainment
70074,12075,Silver Reel
70074,14654,EMJAG Productions
70074,20356,Millar Gough Ink
70074,25876,Headshot Films
242,4,Paramount Pictures
9621,4,Paramount Pictures
9621,44,Cruise/Wagner Productions
9621,485,Vinyl Films
9621,20157,KMP Film Invest
1819,33,Universal Pictures
1819,11844,Kaplan/Perrone Entertainment
1819,59957,MMCB Film Produktion 2004
8536,6194,Warner Bros.
8536,51861,Dovemead Films
8536,51862,Film Export A.G.
8046,136,City Light Films
8046,497,Revolution Studios
8046,877,Casey Silver Productions
1717,441,Columbia Pictures Corporation
1717,1208,Rising Star
1717,7295,Relativity Media
1717,11317,Phoenix Pictures
1717,23238,VIP 4 Medienfonds
479,4,Paramount Pictures
479,258,Scott Rudin Productions
9444,306,Twentieth Century Fox Film Corporation
9444,11231,Fox Animation Studios
9444,11232,Fox Family Films
9444,11233,The Big Gun Project
9444,11234,Little Wolf Entertainment
824,240,Bazmark Films
824,306,Twentieth Century Fox Film Corporation
11456,4,Paramount Pictures
261023,2691,Infinitum Nihil
261023,5056,Head Gear Films
261023,10246,Cross Creek Pictures
261023,40106,Free State Pictures
261023,41624,RatPac-Dune Entertainment
261023,47169,Le Grisbi Productions
261023,50481,Vendian Entertainment
3683,27,DreamWorks SKG
3683,56,Amblin Entertainment
3683,171,Malpaso Productions
3683,6194,Warner Bros.
22803,5257,"Film Department, The"
22803,5802,Evil Twins
22803,12180,Warp Films
285923,443,Big Talk Productions
285923,6869,Yer Dead Productions
285923,7289,"Weinstein Company, The"
285923,7405,Dimension Films
285923,10807,Troublemaker Studios
285923,15762,Dartmouth International
285923,15763,Eyetronics
285923,15764,Rodriguez International Pictures
640,367,Kemp Company
640,368,Splendid Pictures
640,11084,Parkes/MacDonald Productions
97630,5,Columbia Pictures
97630,13184,Annapurna Pictures
97630,20344,First Light Production
9767,33,Universal Pictures
9767,748,Mosaic Media Group
9767,2796,Wild West Picture Show Productions
11631,33,Universal Pictures
11631,2655,Internationale Filmproduktion Richter
11631,4171,Playtone
11631,7295,Relativity Media
11631,34441,Littlestar
32856,12,New Line Cinema
32856,4194,Karz Entertainment
32856,60018,Rice Films
6519,79,Village Roadshow Pictures
6519,975,Gerber Pictures
6519,6194,Warner Bros.
6519,12202,WV Films III
8741,711,Fox 2000 Pictures
8741,11317,Phoenix Pictures
8741,23660,Geisler-Roberdeau
49520,33,Universal Pictures
49520,333,Original Film
49520,7295,Relativity Media
49520,8406,Big Kid Pictures
1850,762,Mutual Film Company
524,33,Universal Pictures
524,10898,Légende Entreprises
524,11583,Syalis DA
524,11584,De Fina-Cappa
26389,1076,Apipoulaï
26389,1115,M6 Films
26389,5358,Canal+
26389,6586,TPS Star
26389,6877,Grive Productions
26389,6896,EuropaCorp
26389,11261,M6
26389,34774,W9
2123,306,Twentieth Century Fox Film Corporation
2123,1156,Conundrum Entertainment
9907,4,Paramount Pictures
9907,2348,Nickelodeon Movies
9907,24955,Paramount Animation
18239,491,Summit Entertainment
18239,4000,Maverick Films
18239,5218,Imprint Entertainment
18239,5219,Sunswept Entertainment
18239,12292,Temple Hill Entertainment
808,27,DreamWorks SKG
808,520,Pacific Data Images (PDI)
808,521,DreamWorks Animation
38050,33,Universal Pictures
38050,2531,Media Rights Capital
38050,6933,Gambit Pictures
38050,11834,Electric Shepherd Productions
8367,6194,Warner Bros.
8367,10210,Morgan Creek Productions
9390,18,Gracie Films
9390,559,TriStar Pictures
72105,33,Universal Pictures
72105,2531,Media Rights Capital
72105,8789,Fuzzy Door Productions
2898,18,Gracie Films
2898,559,TriStar Pictures
10312,33,Universal Pictures
10312,369,Bungalow 78 Productions
10312,10230,Blue Wolf
10312,10231,Farrell/Minoff
109443,4,Paramount Pictures
109443,4740,Gary Sanchez Productions
109443,10105,Apatow Productions
2022,12,New Line Cinema
2022,441,Columbia Pictures Corporation
2022,879,Out of the Blue... Entertainment
2022,2608,Happy Madison Productions
37686,4,Paramount Pictures
37686,56,Amblin Entertainment
37686,11461,Bad Robot
37686,23300,K/O Camera Toys
462,216,Jersey Films
9919,4,Paramount Pictures
187017,5,Columbia Pictures
187017,333,Original Film
187017,2531,Media Rights Capital
187017,8411,Metro-Goldwyn-Mayer (MGM)
187017,9194,Cannell Studios
187017,34034,LStar Capital
187017,34035,33andOut Productions
187017,34036,JHF Productions
628,360,Geffen Pictures
10201,79,Village Roadshow Pictures
10201,80,The Zanuck Company
10201,437,Heyday films
10201,6194,Warner Bros.
302699,12,New Line Cinema
302699,33,Universal Pictures
302699,13778,Bluegrass Films
302699,37845,Principato-Young Entertainment
274167,4,Paramount Pictures
274167,4740,Gary Sanchez Productions
274167,19177,Red Granite Pictures
224141,2,Walt Disney Pictures
224141,2527,Marc Platt Productions
224141,17021,Lucamar Productions
388,23,Imagine Entertainment
388,33,Universal Pictures
388,4319,40 Acres & A Mule Filmworks
2112,4,Paramount Pictures
2112,4564,Icon Entertainment International
10329,4,Paramount Pictures
10329,7383,"Kennedy/Marshall Company, The"
74465,306,Twentieth Century Fox Film Corporation
74465,444,Dune Entertainment
74465,485,Vinyl Films
74465,8518,LBI Entertainment
13811,491,Summit Entertainment
13811,908,Mystery Clock Cinema
13811,1423,Escape Artists
13811,11843,Goldcrest Pictures
13811,11844,Kaplan/Perrone Entertainment
13811,11845,Wintergreen Productions
6877,4,Paramount Pictures
6877,258,Scott Rudin Productions
6877,84423,Failure to Launch Productions
10320,7,DreamWorks
10320,6363,BenderSpink
10320,49325,Parkes+MacDonald Image Nation
50646,6194,Warner Bros.
8920,306,Twentieth Century Fox Film Corporation
8920,1302,Davis Entertainment
8920,11749,Twentieth Century Fox Animation
60308,5,Columbia Pictures
60308,258,Scott Rudin Productions
6950,824,Kopelson Entertainment
6950,2154,Punch Productions
6950,6194,Warner Bros.
6950,16775,Arnold Kopelson Productions
225574,694,StudioCanal
225574,1885,Silver Pictures
225574,3823,TF1 Films Production
225574,5358,Canal+
225574,20664,Anton Capital Entertainment (ACE)
225574,22123,TF1
225574,26387,LOVEFiLM International
13836,2,Walt Disney Pictures
13836,3538,Gunn Films
752,264,Studio Babelsberg
752,429,DC Comics
752,449,Virtual Studios
752,450,Anarchos Productions
752,1885,Silver Pictures
752,6194,Warner Bros.
752,7307,Medienboard Berlin-Brandenburg
752,23889,Fünfte Babelsberg Film
6038,158,Spyglass Entertainment
6038,9195,Touchstone Pictures
6038,58262,Birnbaum / Barber Productions
6038,58263,Jackie Chan Films Limited
6038,58264,All Knight Productions
9975,23,Imagine Entertainment
9975,33,Universal Pictures
9975,5556,Universal Animation Studios
11451,2,Walt Disney Pictures
11451,3929,Robert Simonds Productions
12103,79,Village Roadshow Pictures
12103,172,NPV Entertainment
12103,508,Regency Enterprises
12103,824,Kopelson Entertainment
12103,1171,Epsilon Motion Pictures
12103,10104,New Regency Pictures
12103,33433,Furthur Films
60304,4,Paramount Pictures
60304,264,Studio Babelsberg
60304,746,MTV Films
60304,4740,Gary Sanchez Productions
60304,8411,Metro-Goldwyn-Mayer (MGM)
60304,11238,Deutsche Filmförderfonds (DFFF)
2251,508,Regency Enterprises
2251,711,Fox 2000 Pictures
2251,1171,Epsilon Motion Pictures
2251,58248,Unfaithful Filmproduktion GmbH & Co. KG
46529,27,DreamWorks SKG
46529,6733,Reliance BIG Entertainment
46529,6734,Bay Films
46529,9195,Touchstone Pictures
231,129,Section Eight
231,6194,Warner Bros.
231,6735,Participant Media
231,7786,FilmWorks
231,20665,4M
231,20666,MID Foundation
300671,4,Paramount Pictures
300671,787,3 Arts Entertainment
300671,6734,Bay Films
300671,19108,Latina Pictures
300671,19477,Dune Films
228326,306,Twentieth Century Fox Film Corporation
228326,2787,Reel FX Creative Studios
228326,11749,Twentieth Century Fox Animation
228326,79031,Chatrone
9754,79,Village Roadshow Pictures
9754,3528,Thunder Road Pictures
9754,6194,Warner Bros.
9754,10157,Beacon Pictures
9754,10991,Jon Shestack Productions
66,5,Columbia Pictures
66,97,Castle Rock Entertainment
66,171,Malpaso Productions
4421,175,Caravan Pictures
4421,915,Hollywood Pictures
4421,1643,First Independent Films
4421,1644,Largo Entertainment
4421,1645,Scott Free Productions
4421,1646,Trap-Two-Zero Productions
2649,1382,PolyGram Filmed Entertainment
2649,1519,A&B Producoes
2649,10164,Popaganda Films
588,341,Silent Hill DCP Inc.
588,342,Davis-Films
588,559,TriStar Pictures
588,55914,Konami
71552,33,Universal Pictures
9631,508,Regency Enterprises
9631,6194,Warner Bros.
216282,12,New Line Cinema
216282,79,Village Roadshow Pictures
216282,8000,Broken Road Productions
216282,41624,RatPac-Dune Entertainment
306,4,Paramount Pictures
306,30,Eddie Murphy Productions
928,56,Amblin Entertainment
928,6194,Warner Bros.
205587,79,Village Roadshow Pictures
205587,6194,Warner Bros.
205587,8406,Big Kid Pictures
205587,27467,Team Downey
1577,248,Impact Pictures
1577,53530,Constantin Film Ltd.
9801,14,Miramax Films
9801,33,Universal Pictures
9801,5870,Studio Canal
9801,10163,Working Title Films
9801,11357,Atlantic Television
9801,11358,Little Bird
2116,333,Original Film
2116,966,Monarch Pictures
2116,8411,Metro-Goldwyn-Mayer (MGM)
9624,6194,Warner Bros.
14199,10807,Troublemaker Studios
1907,359,Figment Films
4599,9195,Touchstone Pictures
4599,10157,Beacon Pictures
4599,10227,Mandeville Films
22832,264,Studio Babelsberg
22832,450,Anarchos Productions
22832,923,Legendary Pictures
22832,1786,Dark Castle Entertainment
22832,1885,Silver Pictures
22832,6194,Warner Bros.
22832,7307,Medienboard Berlin-Brandenburg
22832,11238,Deutsche Filmförderfonds (DFFF)
22832,69582,Rocklock Films
9879,5,Columbia Pictures
9879,97,Castle Rock Entertainment
38579,306,Twentieth Century Fox Film Corporation
44603,56,Amblin Entertainment
44603,171,Malpaso Productions
44603,6194,Warner Bros.
44603,7383,"Kennedy/Marshall Company, The"
11892,97,Castle Rock Entertainment
11892,6194,Warner Bros.
11892,23382,Schroeder Hoffman Productions
9691,1885,Silver Pictures
9691,5358,Canal+
9691,6194,Warner Bros.
9691,10308,Dino De Laurentiis Company
9691,23397,Donner/Shuler-Donner Productions
9691,25061,Evansgideon/Lazar
1248,289,Ingenious Film Partners
1248,2979,ETIC Films
1248,6370,Quinta Communications
1248,10308,Dino De Laurentiis Company
1248,16923,Zephyr Films
1248,20394,Young Hannibal Productions
1248,20395,Carthago Films S.a.r.l.
12220,33,Universal Pictures
12220,97,Castle Rock Entertainment
72710,8073,Nick Wechsler Productions
72710,10427,Open Road Films
72710,12075,Silver Reel
72710,13649,Chockstone Pictures
10782,763,Intermedia Films
10782,25358,Krane Entertainment
9573,171,Malpaso Productions
9573,6194,Warner Bros.
4959,264,Studio Babelsberg
4959,507,Atlas Entertainment
4959,748,Mosaic Media Group
4959,1972,X-Filme Creative Pool
10061,4,Paramount Pictures
10061,11661,Rysher Entertainment
10386,2785,Warner Bros. Animation
421,9195,Touchstone Pictures
421,23449,American Empirical Pictures
316152,1163,Larger Than Life Productions
316152,50481,Vendian Entertainment
316152,50482,Route One Films
11615,24,Mikona Productions GmbH & Co. KG
11615,33,Universal Pictures
11615,763,Intermedia Films
11615,831,Saturn Films
11615,81128,Dirty Hands Productions
241554,829,Vertigo Entertainment
241554,18617,Energy Entertainment
241554,41624,RatPac-Dune Entertainment
2252,288,BBC Films
2252,805,Serendipity Point Films
2252,806,Téléfilm Canada
2252,2743,Astral Media
2252,7419,Scion Films
2252,10146,Focus Features
2252,11550,Corus Entertainment
2252,16880,Shine Pictures
2252,20244,Kudos Film and Television
11968,441,Columbia Pictures Corporation
11968,551,Mandalay Pictures
11968,8411,Metro-Goldwyn-Mayer (MGM)
10047,5,Columbia Pictures
10047,9,Gaumont
38319,33,Universal Pictures
38319,4403,Stuber Productions
69668,8430,Cliffjack Motion Pictures
69668,10210,Morgan Creek Productions
9770,6194,Warner Bros.
9770,16775,Arnold Kopelson Productions
11212,306,Twentieth Century Fox Film Corporation
10533,915,Hollywood Pictures
10533,1504,Cinergi Pictures Entertainment
38363,1246,River Road Entertainment
38363,6735,Participant Media
9923,12,New Line Cinema
9923,342,Davis-Films
9923,656,Metropolitan Filmexport
9923,1645,Scott Free Productions
9923,56181,Domino 17521
11863,4,Paramount Pictures
18501,126,Lakeshore Entertainment
18501,1632,Lionsgate
109491,1088,Alcon Entertainment
109491,6194,Warner Bros.
109491,32184,Belle Pictures
109491,36390,3 Arts Entertainment
329833,258,Scott Rudin Productions
329833,12178,Red Hour Films
12634,2265,Shangri-La Entertainment
12634,67989,Material
12634,78070,Taormina Productions
47327,491,Summit Entertainment
47327,831,Saturn Films
47327,925,Nu Image Films
47327,10254,Millennium Films
47327,11370,Michael De Luca Productions
15268,306,Twentieth Century Fox Film Corporation
15268,1172,Hyde Park Films
10796,5,Columbia Pictures
10796,497,Revolution Studios
10796,48772,Hard Eight Pictures
10796,93580,Wonder works studios entertainment group
9548,306,Twentieth Century Fox Film Corporation
9548,1885,Silver Pictures
18947,33,Universal Pictures
18947,5870,Studio Canal
18947,10163,Working Title Films
18947,12196,Medienproduktion Prometheus Filmgesellschaft
18947,12197,Portobello Studios
18947,12198,Tightrope Pictures
1900,987,USA Films
1900,7380,Initial Entertainment Group (IEG)
1900,20634,"Bedford Falls Company, The"
1900,58333,Compulsion Inc.
1900,58334,Splendid Medien AG
89,1,Lucasfilm
89,4,Paramount Pictures
198184,5,Columbia Pictures
198184,2531,Media Rights Capital
198184,7431,Sony Pictures Entertainment (SPE)
198184,18209,Alpha Core
198184,28788,Genre Films
198184,31076,Simon Kinberg Productions
198184,34034,LStar Capital
198184,53638,Ollin Studio
9481,33,Universal Pictures
9481,441,Columbia Pictures Corporation
4547,1685,Hofflund/Polone
4547,7795,Indelible Productions
6415,79,Village Roadshow Pictures
6415,507,Atlas Entertainment
6415,6194,Warner Bros.
6415,23689,Village-A.M. Partnership
6415,23690,Coast Ridge
6415,23691,Junger Witt Productions
181283,491,Summit Entertainment
181283,1645,Scott Free Productions
181283,9015,Worldview Entertainment
9896,4,Paramount Pictures
9896,3857,Fireworks Pictures
9896,11462,Alphaville Films
167,763,Intermedia Films
167,840,Lawrence Gordon Productions
167,1178,Pathé Pictures International
167,19116,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
1636,306,Twentieth Century Fox Film Corporation
1636,508,Regency Enterprises
1636,73949,KirchMedia
2148,41,Orion Pictures
2148,427,PSO International
2148,991,Totally Independent
5176,84,Tree Line Films
